,timestamp,active_flights_count
598,2020-05-28 02:00:53.960703,5619
599,2020-05-28 02:01:09.845405,5618
600,2020-05-28 02:01:25.845852,5637
601,2020-05-28 02:01:41.933332,5643
602,2020-05-28 02:01:57.896140,5646
603,2020-05-28 02:02:13.881685,5651
604,2020-05-28 02:02:30.075773,5658
605,2020-05-28 02:02:46.358671,5661
606,2020-05-28 02:03:01.861938,5664
607,2020-05-28 02:03:17.885877,5662
608,2020-05-28 02:03:33.851193,5665
609,2020-05-28 02:03:50.369346,5685
610,2020-05-28 02:04:05.880184,5695
611,2020-05-28 02:04:21.854503,5694
612,2020-05-28 02:04:37.869761,5689
613,2020-05-28 02:04:55.962564,5698
614,2020-05-28 02:05:09.899308,5690
615,2020-05-28 02:05:25.869288,5682
616,2020-05-28 02:05:41.902201,5678
617,2020-05-28 02:05:57.865451,5678
618,2020-05-28 02:06:13.851855,5669
619,2020-05-28 02:06:29.858926,5679
620,2020-05-28 02:06:46.173373,5682
621,2020-05-28 02:07:01.874554,5673
622,2020-05-28 02:07:17.849382,5673
623,2020-05-28 02:07:33.874669,5666
624,2020-05-28 02:07:49.881284,5670
625,2020-05-28 02:08:05.857038,5666
626,2020-05-28 02:08:22.432858,5666
627,2020-05-28 02:08:37.865316,5651
628,2020-05-28 02:08:53.904929,5643
629,2020-05-28 02:09:09.858109,5638
630,2020-05-28 02:09:25.863364,5637
631,2020-05-28 02:09:41.870142,5621
632,2020-05-28 02:09:57.852908,5633
633,2020-05-28 02:10:13.887901,5625
634,2020-05-28 02:10:29.847259,5642
635,2020-05-28 02:10:45.865392,5655
636,2020-05-28 02:11:01.889253,5657
637,2020-05-28 02:11:17.856381,5656
638,2020-05-28 02:11:33.856866,5650
639,2020-05-28 02:11:49.872273,5659
640,2020-05-28 02:12:05.860934,5662
641,2020-05-28 02:12:21.883236,5664
642,2020-05-28 02:12:37.870178,5672
643,2020-05-28 02:12:53.889471,5683
644,2020-05-28 02:13:09.887123,5677
645,2020-05-28 02:13:25.864323,5678
646,2020-05-28 02:13:41.870425,5676
647,2020-05-28 02:13:57.887110,5674
648,2020-05-28 02:14:13.864598,5671
649,2020-05-28 02:14:29.873255,5670
650,2020-05-28 02:14:45.881792,5668
651,2020-05-28 02:15:01.894047,5672
652,2020-05-28 02:15:17.875352,5682
653,2020-05-28 02:15:33.883183,5682
654,2020-05-28 02:15:49.877762,5688
655,2020-05-28 02:16:05.883179,5683
656,2020-05-28 02:16:22.797338,5678
657,2020-05-28 02:16:37.860525,5676
658,2020-05-28 02:16:53.880361,5676
659,2020-05-28 02:17:09.854802,5682
660,2020-05-28 02:17:26.289518,5675
661,2020-05-28 02:17:41.907526,5682
662,2020-05-28 02:17:58.105723,5684
